到餐客户ID,门店ID,门店名称,门店分层,大区,区域,代理城市,签约私海BD,c2是否签约,外卖客户ID,BD是否有搜索权限,平台客户ID
52499086,1498754576,王氏族焙奶香锅巴馍,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,24129859,1,1140112825
52039613,783130807,正宗富源脆皮酸菜猪脚火锅（相罕路店）,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,0,23493939,1,1115590287
52638439,1475182797,新街鲜货烧烤,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,,1,1146200872
50745010,1654460574,火焰山烧烤城（兴农路店）,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,,1,1101727690
46173100,76784878,丹水桥地锅鱼·翘嘴鲌·地方特色全鱼宴（丹江口大坝店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23325027,1,1054378722
50417363,607749458,朱记当阳郭场鸡,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,22941286,1,1103251793
47232611,1487415047,榴小汐（大悟店）,下沉本地连锁,南部大区,湖北区域,大悟县,林佳成,0,,0,1063189425
43518863,179079128,河田下时尚生态餐厅（桑植店）,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,,1,1008669181
40575518,4403127,大世界川渝印象（雄关西路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,22982911,1,1003895392
51616554,682340509,百点香（铜锣湾·SIONE新湾天地店）,下沉本地连锁,南部大区,江西区域,星子,于丽娟,0,,0,1113581772
44160221,188841664,老巷子烧烤主题餐厅（佘畈店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,,1,1009336371
52848659,509450739,鸭老伯鸭脖店,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,,1,1144739536
53166257,1909628365,新疆特色烧烤店,下沉城市商家,南部大区,湖北区域,黄梅县,沈阳,0,25015448,1,1153135963
49594537,108751067,东北饺子馆（广厦花园店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,,1,1093703893
52851044,1729044307,问梅山庄,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,24615521,0,1145220306
50762510,180195928,独特留一手烤鱼（廉租房店）,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,26283296,1,1103247509
52736806,1278002377,妈妈花甲米线（积石山店）,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,24464124,1,1147110052
53575413,838255606,不想上班咖啡店,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,27054095,1,1152847074
3196246,1045818991,京者三文鱼（通城民主路店）,下沉CKA品牌门店,南部大区,湖北区域,通城,胡钦,0,,0,1004019278
52017716,1233299532,柳姐姐柳州螺蛳粉,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,0,23461518,1,1117109941
46529810,883120375,奇士乐烘焙·面包·生日蛋糕（运达城店）,下沉本地连锁,南部大区,湖南区域,澧县,周俊,1,22841367,1,1057653877
52491883,846833947,竟陵宴,下沉城市商家,南部大区,湖北区域,天门,田静媛,1,,1,1139962018
299919,188782096,金罗莎蛋糕（北门店）,下沉本地连锁,南部大区,湖北区域,大冶市,刘悦,0,23053955,1,1000349482
46448809,93086470,香思客生日蛋糕,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,,1,1056672907
52484828,700702623,津喜食铺,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,24107047,1,1139507518
40047007,4276480,领头羊烧烤餐厅（大唐路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,0,22924063,1,1003631946
47059729,1013561083,老四川口水鸡,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,,1,1061686271
49455976,1244788207,聚南伊派清真火锅（鲁甸店）,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,23293098,1,1088807942
53065818,193368265,荣興北京烤鸭（东湖路店）,下沉城市商家,南部大区,湖北区域,天门,张彪,1,24890215,1,1151175271
50830606,646280965,袁师傅腊汁肉夹馍（胜利南路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,1,20682146,1,1097545104
45947547,6311612,红阳蛋糕,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,,1,1052435433
50232035,760862629,合顺家宴,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,27121010,1,1099451752
47131062,1426472203,老城子大妈油面奶茶店,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,0,,0,1057595109
53791802,931488554,皖庆福水饺（振宁路店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,27414549,1,1165791764
53955564,1013793742269144,黔香食肆,下沉城市商家,南部大区,云南区域,镇雄县,陈永聪,0,27686469,1,1169503069
51137064,1714551913,成都功夫排骨养生火锅（泸西店）,下沉城市商家,南部大区,云南区域,泸西县,杨炫羽,0,23186044,1,1107304129
53476533,1180911068,李心兰鲜菜老火锅（大冶店）,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,1,26894567,1,1159274617
51747100,1973698907,二老瓢瓜黄牛肉,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,1,23218750,1,1113848566
52914377,518278553,八分饱·南昌拌粉瓦罐汤,下沉城市商家,南部大区,江西区域,星子,郝志鹏,1,,1,1144599809
51701973,1993072024,六八九老武汉烧烤,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,23198398,1,1114667366
53796426,1018918518958733,江渝川菜馆,下沉城市商家,南部大区,湖北区域,鄂州,李书才,0,,1,1166592831
53733325,830885147,鱼鲜生·东北油边王（烧烤）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,27312101,1,1165369214
50360748,164821878,江镇特色早点（金色城堡店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22900120,1,1099415479
54034503,1608702850,冰盛冰淇淋形象店,下沉城市商家,南部大区,湖北区域,天门,张翩,0,27807348,1,1173350590
48954154,1983366535,北京烤鸭（通城京味店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,23037975,1,1077116301
50849885,1973698907,二老瓢瓜黄牛肉,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,23218770,1,1101484267
52408767,1023637790842891,小恩热卤,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,,1,1137344664
51669579,1152743295,大同刀削面,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,23361420,1,1115443919
53472079,1028783291675371,麻膳居天麻火腿鸡鲁甸店(鼎合味),下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,0,27889432,0,1158523826
50033249,1434142114,华孝士炸鸡·汉堡（实验小学店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,15778487,1,1064366922
52792874,763121581,魏王卤,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,0,24540568,1,1146179126
51815859,1698911638,北京烤鸭,下沉城市商家,特区,京津冀区域,宁河县,韩文博,0,23269625,1,1115326347
51167954,1720470117,水都鱼庄·特色翘嘴白,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23280721,1,1108733120
49640757,1308995887,京汉坊北京烤鸭（站前店）,下沉城市商家,南部大区,湖北区域,鄂州,李炎龙,1,23167638,1,1095953504
45289190,1549267534,潜江生态油焖大虾（大悟店）,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,,1,1037884356
45382097,1842791097,咔诺西饼（蛋糕.高安瑞州东路店）,下沉城市商家,南部大区,江西区域,高安市,况国文,0,,0,1040500091
54065422,1026210233864894,莼香奶茶,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,,1,1172863307
45310854,5555668,花园人家（建设路店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,23026858,1,1038836718
50450735,1810825442,好食材早晚点,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,23190288,1,1100958950
51100493,618520923,云哥家牛肉粉馆（白公城店）,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,0,22906008,0,1108671636
50738959,1871860708,轻食亲食（儒林广场店）,下沉城市商家,北部大区,安徽区域,怀宁县,张磊,1,22911798,1,1106116389
53697950,1171234025,煲仔时光（怀宁店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,27250143,1,1165602933
49126880,808810430,好味多早点快餐,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,0,,1,1077977970
49420205,1273379489,极味大理宾川海稍鱼,下沉城市商家,南部大区,云南区域,景东彝族自治县,唐丽,1,19005915,1,1083342713
52572362,1022893279,艳旭小吃店,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,24235303,1,1139579089
46663256,1209638026,华孝士（王店镇店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,,1,1057820329
52563213,1508942145,九头鸭,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,,1,1139926959
51010108,162996925,哧溜麻辣烫（西域花园店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,,1,1109498741
40907206,1107869159,九州红现炒地摊火锅（新华南小区店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,1,22986770,1,1004864152
47771592,1943977962,π掌柜串串香,下沉城市商家,北部大区,甘青新区域,嘉峪关,王小龙,0,,1,1040754053
51548232,799163605,东北油边王（香樟路店）,下沉城市商家,南部大区,湖北区域,大冶市,汪婷婷,0,23089699,1,1113521126
53110937,1051114869,王吃吃奶皮子手工酸奶酪,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,,1,1145845624
52858260,1821493247,老仓醋米线(24小时),下沉城市商家,南部大区,云南区域,泸西县,饶世红,0,24622967,1,1152081250
54160729,1028354058856326,傻鸭·鸭货串串,下沉城市商家,南部大区,江西区域,高安市,况国文,0,27995084,1,1170288445
40540044,1185041127,红豆皮腊猪脚,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,25575895,1,1004655012
47940994,182091306,渔耕记（孝昌店）,下沉CKA品牌门店,南部大区,湖北区域,孝昌县,徐念,0,23026872,0,1066642491
52335220,1132114995,豪牛记,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,23906351,1,1119218551
53785149,174153620,刘三吧粉馆,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,27403920,1,1165240058
49954241,192622864,唯尚烘焙坊（百花还建小区1期店）,下沉城市商家,南部大区,湖北区域,大冶市,龚进,0,23073604,1,1097977227
46635338,190480563,桃花里餐厅•翘嘴鲌（人民路店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,23330170,1,1056800747
40053656,179727805,遇见奶牛（丹霞店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,26646619,1,1004410116
53895309,1022771098632601,三拐子三鲜豆皮,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,,1,1169290224
52305233,1243612010,小食侯地锅菜,下沉城市商家,南部大区,湖北区域,大悟县,王咏,0,23866824,1,1119802699
54129019,1650312540,军人之家特色烤吧,下沉城市商家,南部大区,湖北区域,天门,孙傲,0,27948936,1,1173681695
48655064,5671870,碧螺髻酒楼,下沉城市商家,南部大区,江西区域,星子,李昭君,1,23144780,1,1073524428
50723290,932569285,食全食美（二环路店）,下沉城市商家,南部大区,湖北区域,黄梅县,王燕,0,22951586,1,1106364202
51133367,1489294411,味庄大排档,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,,1,1109276533
49928737,1777344291,新疆和田玉烧烤店,下沉城市商家,南部大区,湖北区域,黄梅县,王燕,0,,1,1096575464
49754171,1339278548,方思·泡茶（锦辉广场店）,下沉CKA品牌门店,南部大区,云南区域,泸西县,饶世红,0,18906988,0,1083062000
51897522,4302740,皇佳蛋糕（丹江店）,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,,1,1116319004
40241830,553101751,馥檬号渣打青檸（大冶吾悦店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,22842221,1,1004506425
47646745,1225459074,轩轩甜烤串（安居路店）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,0,23312346,1,1066164939
51578354,1525478307,三秦之味西安面馆,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,1,23279322,1,1113776276
53157503,1931824841,好就来嘛,下沉城市商家,南部大区,湖北区域,鄂州,罗文聪,1,25004800,1,1151393350
51866777,90356183,镇雄小红栗子炒货店（南广路店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,26466672,1,1116564922
52383395,976224579,天麻火腿鸡,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,23969191,1,1119242871
50935389,831229345,老北京片皮烤鸭,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,25607448,1,1107827477
2473452,1562695913,甜蜜拾光生日蛋糕（孝昌罗马街店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,22841641,0,1002040186
51055858,1131006496,十七门·重庆老火锅（丹江口店）,下沉本地连锁,南部大区,湖北区域,丹江口市,於海燕,0,,1,1101298122
3680038,96990225,宝方牛肉炒面片（朝晖店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,郭莎,1,23013484,1,1004256024
53133272,1026210177437585,甜奇朵·动物奶油·生日蛋糕（长城西路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,闻俊祺,0,25045091,0,1151639476
52065596,912933198,椰子冻YEZIDONG（财富广场店）,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,0,23534456,1,1116190141
47036409,1624394872,颖子汤店·牛骨粉（筠泉路店）,下沉城市商家,南部大区,江西区域,高安市,陈俊慧,1,23375259,0,1061767783
49551541,870592951,娘家味道,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,0,23141796,1,1087974986
52238650,1424259421,赖家小院,下沉城市商家,南部大区,福建区域,永定区,余美珠,0,,1,1117042260
50850959,193172617,七匠李三（桑植店）,下沉城市商家,南部大区,湖南区域,桑植县,钟耀华,0,23073781,1,1106083116
40926354,68800201,雨知源蛋糕店（儒学路店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,,1,1005244358
44788305,545438878,蜀九捞川味火锅（高安店）,下沉城市商家,南部大区,江西区域,高安市,况国文,0,23329448,1,1025605953
53049232,1665454032,凌夏十九（银谷店）,下沉城市商家,南部大区,湖南区域,澧县,汪春久,0,24870925,0,1151922438
44159643,188817574,安琪蛋糕（滨湖小区店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,,1,1010115227
50705693,590370085,饱食捷自助快餐,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,22909000,1,1101575335
52009530,999237787,木臼春记（新村小区店）,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,23449778,1,1117857082
40281720,1521523112,巷子里老火锅,下沉城市商家,南部大区,湖北区域,天门,陈亨,1,23111077,1,1003746772
50768848,1598098852,金悦嘉烘焙（观澜湖社区店）,下沉城市商家,南部大区,云南区域,镇雄县,陈永聪,0,23858135,0,1101428985
50033778,1496448293,秦九九油泼面（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,1,20170989,1,1096173453
119020,41330703,巧乐嘴隆香蛋糕,下沉城市商家,南部大区,湖北区域,丹江口市,於海燕,0,,0,1000110205
47732411,965728991,有盐有味（金利街店）,下沉城市商家,南部大区,湖北区域,孝昌县,阳佳龙,0,22952574,1,1066705316
51473256,1863525432,憨爸爸烤鱼（孝昌店）,下沉城市商家,南部大区,湖北区域,孝昌县,樊迅,0,,1,1113412024
49043617,913904001,景仁柴火鸡,下沉城市商家,南部大区,云南区域,泸西县,饶世红,0,,1,1080308919
48648550,1716448255,星柠·STAR LEMON（新城店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,23140083,0,1073419675
51670044,820444534,尝来·破店东北碳火烤肉（通城店）,下沉城市商家,南部大区,湖北区域,通城,李隽,1,23018087,1,1114813245
48879715,658715678,虾起哄·烧烤·菜馆（四棵店）,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,23082871,1,1076850283
